Category 1,Category 2,Category 3,Avg Buyer L365D,Avg Buyer L180D,Avg Buyer L90D,Avg Buyer L30D,Avg Orders L365D,Avg Orders L180D,Avg Orders L90D,Avg Orders L30D,Avg UV L365D,Avg UV L180D,Avg UV L90D,Avg UV L30D,Visible Products,Visible Sellers,Selling Sellers L30D,Selling Products L30D
Pet Supplies,Dog,Grooming,1.3712715855572986,1.592857142857143,1.4492063492063427,1.4904761904761856,1.4556514913657714,1.703968253968243,1.5714285714285714,1.5761904761904713,56.34129158512714,56.34129158512714,56.34129158512714,56.34129158512714,172,36,12.0,27.0
Mobiles & Tablets,Mobile Accessories,Power Banks,1.7813971742543142,1.5246031746031714,1.6476190476190429,1.4857142857142858,1.8614599686028142,1.6015873015873,1.7523809523809428,1.5809523809523716,224.68336594911915,224.68336594911915,224.68336594911915,224.68336594911915,268,66,12.0,20.0
Home Appliances,Sewing Machines,,2.3882583170254286,1.6063492063492,1.6253968253968143,1.4380952380952288,2.5060665362035146,1.6753968253968143,1.6841269841269715,1.4809523809523715,139.55772994129143,139.55772994129143,139.55772994129143,139.55772994129143,95,50,11.0,14.0
Health & Beauty,Hair Care,Hair Coloring,1.7123287671232856,1.5134920634920572,1.4555555555555428,1.4142857142857144,1.838747553816043,1.611904761904757,1.5349206349206284,1.4952380952380857,100.10724070450087,100.10724070450087,100.10724070450087,100.10724070450087,222,29,11.0,32.0
Computers & Laptops,Computer Accessories,Laptop stands,1.378591105863833,1.5444444444444427,1.3841269841269828,1.38095238095238,1.4395907123179714,1.6222222222222142,1.4142857142857144,1.4000000000000001,83.43485086342228,83.43485086342228,83.43485086342228,83.43485086342228,76,50,12.0,14.0
Groceries,Beverages,Coffee,1.7502935420743573,1.6968253968253857,1.38095238095238,1.38095238095238,1.7992172211350286,1.747619047619043,1.4111111111111099,1.4000000000000001,87.19138943248514,87.19138943248514,87.19138943248514,87.19138943248514,74,17,8.0,29.0
Mobiles & Tablets,Feature Phones,,2.233908948194657,1.8515873015873,1.5825396825396714,1.3523809523809514,2.3524332810047,1.9452380952380857,1.6634920634920571,1.3952380952380943,362.44819466248003,362.44819466248003,362.44819466248003,362.44819466248003,118,22,9.0,21.0
Computers & Laptops,Computer Accessories,PC Audio,1.9452971271153,1.463492063492057,1.2793650793650786,1.342857142857143,2.065328610783143,1.5444444444444427,1.3349206349206342,1.3904761904761902,245.32837573385515,245.32837573385515,245.32837573385515,245.32837573385515,357,76,13.0,22.0
Health & Beauty,Over The Counter Medicine,Antiseptics,1.19696969696969,1.18181818181818,1.15,1.33333333333333,1.22727272727272,1.22727272727272,1.2,1.5,4.85380116959064,4.85380116959064,4.85380116959064,4.85380116959064,8,2,1.0,2.0
Mother & Baby,Feeding,Utensils,1.3363422291993714,1.4492063492063427,1.5158730158730143,1.3285714285714287,1.404238618524333,1.5277777777777715,1.5968253968253858,1.4142857142857144,81.77299412915829,81.77299412915829,81.77299412915829,81.77299412915829,187,40,16.0,32.0
Health & Beauty,Medical Supplies,Health Monitors & Tests,1.835616438356157,1.5515873015873,1.3063492063492057,1.2904761904761899,1.9620352250489144,1.6928571428571428,1.3873015873015873,1.4000000000000001,102.96673189823856,102.96673189823856,102.96673189823856,102.96673189823856,190,44,10.0,24.0
Mother & Baby,Baby Gear,Backpacks & Carriers,1.3418367346938773,1.3246031746031743,1.33015873015873,1.2619047619047614,1.3940345368916787,1.3753968253968243,1.3761904761904755,1.3,84.01800391389429,84.01800391389429,84.01800391389429,84.01800391389429,92,42,11.0,16.0
Health & Beauty,Skin Care,Face Scrubs & Exfoliators,1.1268101761252443,1.103968253968253,1.2428571428571427,1.2523809523809515,1.1663405088062613,1.1380952380952372,1.2746031746031743,1.3047619047619041,75.08806262230915,75.08806262230915,75.08806262230915,75.08806262230915,112,39,13.0,22.0
Mother & Baby,Diapering & Potty,"Changing Tables, Pads & Kits",1.1786698150334514,1.0436507936507928,1.3571428571428572,1.2285714285714284,1.2262888626524986,1.0896825396825387,1.4238095238095227,1.2952380952380942,77.8841487279843,77.8841487279843,77.8841487279843,77.8841487279843,47,24,8.0,10.0
Health & Beauty,Hair Care,Conditioner,1.3512558869701714,1.183333333333333,1.2650793650793644,1.2285714285714284,1.38971742543171,1.218253968253967,1.3031746031746028,1.2476190476190472,74.02661448140886,74.02661448140886,74.02661448140886,74.02661448140886,110,29,12.0,25.0
Health & Beauty,Bath & Body,Body Moisturizers,1.3881475667189942,1.357936507936507,1.3238095238095229,1.2190476190476185,1.4270015698587115,1.3873015873015873,1.353968253968253,1.2428571428571427,98.65596868884515,98.65596868884515,98.65596868884515,98.65596868884515,148,34,11.0,22.0
Groceries,Snacks,Indian Snacks,1.3649025069637872,1.2600321027287313,1.2632423756019258,1.2190476190476185,1.395145244727417,1.290529695024077,1.2937399678972714,1.2285714285714284,39.246966731898,39.246966731898,39.246966731898,39.246966731898,86,7,5.0,28.0
Mobiles & Tablets,Tablet Accessories,Stylus Pens,1.2093933463796471,1.2976190476190472,1.3158730158730159,1.2142857142857142,1.2704500978473572,1.3619047619047613,1.3761904761904755,1.2761904761904757,107.56242661448115,107.56242661448115,107.56242661448115,107.56242661448115,56,28,7.0,9.0
Mother & Baby,Feeding,Milk Formula,0.8165539196179857,1.0080256821829843,1.1444444444444442,1.1761904761904758,0.8587345801830472,1.0746388443017643,1.2317460317460314,1.2904761904761899,29.468493150684857,29.468493150684857,29.468493150684857,29.468493150684857,22,7,4.0,11.0
Groceries,"Canned, Dry & Packaged Foods",Jarred Food,1.1334379905808472,1.2444444444444442,1.1698412698412686,1.1761904761904758,1.2186028257456827,1.3547619047619044,1.2253968253968244,1.2142857142857142,84.07358121330715,84.07358121330715,84.07358121330715,84.07358121330715,198,22,9.0,29.0
Mother & Baby,Baby Safety,Sleep Positioners,1.24468085106382,1.25531914893617,1.15,1.16666666666666,1.31914893617021,1.36170212765957,1.2,1.16666666666666,21.2931506849315,21.2931506849315,21.2931506849315,21.2931506849315,57,34,5.0,5.0
Cameras,Lenses,Smartphone Lenses,1.1176702085792987,1.218253968253967,1.12063492063492,1.1619047619047613,1.2018890200708372,1.3142857142857143,1.2285714285714284,1.2666666666666657,77.24696673189801,77.24696673189801,77.24696673189801,77.24696673189801,35,20,11.0,15.0
Health & Beauty,Food Supplements,Weight Management,0.9720582447855171,1.0295291300877885,1.15079365079365,1.1380952380952372,1.0279417552144814,1.0806065442936943,1.1952380952380943,1.1619047619047613,43.87632093933457,43.87632093933457,43.87632093933457,43.87632093933457,107,37,12.0,18.0
Groceries,Breakfast,Breakfast Cereals,1.1849665486029115,1.1587301587301586,1.1333333333333329,1.1285714285714286,1.2412436048799687,1.248412698412697,1.1698412698412686,1.1619047619047613,48.67475538160458,48.67475538160458,48.67475538160458,48.67475538160458,62,9,5.0,19.0
Mother & Baby,Baby Safety,Gates & Doorways,1.10344827586206,1.10714285714285,1.0625,1.125,1.13793103448275,1.14285714285714,1.125,1.25,7.84657534246575,7.84657534246575,7.84657534246575,7.84657534246575,6,6,4.0,4.0
Mother & Baby,Baby Safety,Electrical Safety,1.13186813186813,1.1,1.11538461538461,1.11111111111111,1.13186813186813,1.1,1.11538461538461,1.11111111111111,10.4834254143646,10.4834254143646,10.4834254143646,10.4834254143646,10,10,5.0,5.0
Groceries,Beverages,Juices,0.9742777997625643,0.9174603174603171,1.09047619047619,1.1,1.0189948555599515,0.98095238095238,1.13015873015873,1.1619047619047613,45.74324853228943,45.74324853228943,45.74324853228943,45.74324853228943,53,6,4.0,24.0
Mother & Baby,Baby Safety,Rails & Rail Guards,1.38405797101449,1.3,1.35135135135135,1.09090909090909,1.42028985507246,1.32857142857142,1.4054054054054,1.18181818181818,37.7252747252747,37.7252747252747,37.7252747252747,37.7252747252747,21,15,5.0,6.0
Health & Beauty,Beauty Services,Beauty Services,1.11111111111111,1.09090909090909,1.10344827586206,1.08333333333333,1.1358024691358,1.09090909090909,1.10344827586206,1.08333333333333,13.3119777158774,13.3119777158774,13.3119777158774,13.3119777158774,18,16,5.0,5.0
Mother & Baby,Diapering & Potty,Potty Training,0.8293650793650785,0.923015873015873,1.1365079365079358,1.08095238095238,0.8563492063492057,0.9547619047619043,1.1666666666666659,1.1047619047619042,39.023091976516575,39.023091976516575,39.023091976516575,39.023091976516575,74,31,10.0,14.0
Computers & Laptops,Computer Accessories,Gadgets,1.6266771902130999,1.3894652833200314,1.2063492063492056,1.0761904761904757,1.7576953433307,1.5115722266560143,1.3269841269841272,1.2333333333333327,155.55929549902143,155.55929549902143,155.55929549902143,155.55929549902143,133,25,3.0,33.0
Groceries,Candy & Chocolate,Chocolate,1.5831702544031285,1.7182539682539573,1.24126984126984,1.0619047619047615,1.6363992172211286,1.7722222222222144,1.2746031746031743,1.0761904761904757,116.30606653620342,116.30606653620342,116.30606653620342,116.30606653620342,81,10,5.0,22.0
Groceries,"Canned, Dry & Packaged Foods",Instant & Ready to Eat,1.0265873015873015,1.0858747993579443,1.0259740259740258,1.0571428571428572,1.0873015873015872,1.1829855537720702,1.0487012987012985,1.0714285714285714,42.10254403131114,42.10254403131114,42.10254403131114,42.10254403131114,67,15,8.0,22.0
"TV, Audio / Video, Gaming & Wearables",Wearable Technology,Fitness & Activity Trackers,1.7221566312475287,0.9297685554668786,0.9825396825396815,1.0523809523809515,1.8465171192443857,0.9944134078212287,1.0492063492063486,1.1142857142857143,237.70254403131113,237.70254403131113,237.70254403131113,237.70254403131113,104,41,8.0,10.0
Cameras,Camera Accessories,Memory Cards,1.3132624950806757,1.2158730158730156,1.193650793650793,1.0047619047619043,1.3758362849271928,1.2714285714285716,1.2492063492063485,1.0476190476190472,77.14129158512715,77.14129158512715,77.14129158512715,77.14129158512715,199,52,13.0,19.0
Home Appliances,Small Kitchen Appliances,Electric Kettles & Thermo Pots,2.664970645792557,2.0777777777777713,0.99047619047619,1.0047619047619043,2.7992172211350286,2.1769841269841144,1.0380952380952373,1.0333333333333328,183.79726027397257,183.79726027397257,183.79726027397257,183.79726027397257,376,102,13.0,19.0
Mother & Baby,Baby Gear,Kids Bags & Luggage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.09915014164306,7.09915014164306,7.09915014164306,7.09915014164306,25,5,1.0,1.0
Health & Beauty,Over The Counter Medicine,Herbal,1.22448979591836,1.29032258064516,1.38709677419354,1.0,1.24489795918367,1.32258064516129,1.41935483870967,1.0,15.5555555555555,15.5555555555555,15.5555555555555,15.5555555555555,11,6,3.0,3.0
Health & Beauty,Beauty Services,Tattoo,1.49650349650349,1.2258064516129,1.21052631578947,1.0,1.66433566433566,1.32258064516129,1.26315789473684,1.11111111111111,40.8361111111111,40.8361111111111,40.8361111111111,40.8361111111111,26,3,3.0,7.0
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,1.3608610567514672,1.1960317460317458,1.0746031746031743,0.9952380952380943,1.4266144814090016,1.25079365079365,1.1222222222222213,1.0285714285714287,338.4477495107629,338.4477495107629,338.4477495107629,338.4477495107629,162,64,17.0,24.0
Groceries,Candy & Chocolate,Bars,1.699330972058243,1.4603174603174571,1.1492063492063487,0.9952380952380943,1.7595434868162,1.5023809523809428,1.1857142857142857,1.0285714285714287,109.90293542074343,109.90293542074343,109.90293542074343,109.90293542074343,34,6,4.0,16.0
Home Appliances,Irons & Garment Steamers,Irons,0.8511904761904757,0.8619313647246599,1.0761904761904757,0.98095238095238,0.8777777777777772,0.8890662410215472,1.1190476190476186,1.0238095238095228,50.69354207436372,50.69354207436372,50.69354207436372,50.69354207436372,133,51,9.0,18.0
Health & Beauty,Bath & Body,Foot Care,1.1192443919716644,0.8188347964884272,0.9968253968253957,0.9571428571428572,1.1889020070838243,0.8571428571428571,1.05079365079365,1.0619047619047615,48.295890410958854,48.295890410958854,48.295890410958854,48.295890410958854,94,46,15.0,18.0
Groceries,Laundry & Household,Pest Control,0.6099773242630385,0.59647495361781,0.82063492063492,0.9428571428571428,0.6222222222222215,0.6122448979591829,0.8460317460317457,0.9714285714285714,22.959686888454,22.959686888454,22.959686888454,22.959686888454,29,8,5.0,14.0
Pet Supplies,Dog,Dog Food,0.9748822605965458,0.9460317460317457,0.9301587301587301,0.9380952380952372,1.0227629513343799,0.9976190476190471,0.9682539682539671,0.9714285714285714,40.96360078277886,40.96360078277886,40.96360078277886,40.96360078277886,116,8,5.0,19.0
Health & Beauty,Personal Care,Personal Safety & Security,1.186301369863013,1.0595238095238086,0.9269841269841257,0.9285714285714286,1.2414872798434442,1.1095238095238087,0.9682539682539671,0.9714285714285714,92.78434442270057,92.78434442270057,92.78434442270057,92.78434442270057,102,40,9.0,15.0
Home Appliances,Cooling & Heating,Air Treatment,1.5569471624266142,1.518253968253957,1.0952380952380942,0.9190476190476186,1.6183953033268,1.5920634920634857,1.1698412698412686,0.9761904761904757,151.29549902152627,151.29549902152627,151.29549902152627,151.29549902152627,162,47,11.0,18.0
Computers & Laptops,Computer Accessories,USB Hubs,1.1436442345533242,1.1087301587301586,1.0063492063492057,0.8952380952380944,1.1889020070838243,1.1523809523809514,1.0396825396825384,0.9095238095238086,79.03248532289628,79.03248532289628,79.03248532289628,79.03248532289628,151,60,10.0,12.0
Health & Beauty,Bath & Body,Hand Care,1.693092621664043,1.4150793650793643,1.0285714285714287,0.8952380952380944,1.7998430141287145,1.5642857142857143,1.0492063492063486,0.9047619047619043,70.58630136986285,70.58630136986285,70.58630136986285,70.58630136986285,124,33,8.0,21.0
Cameras,Security Cameras & Systems,CCTV Security Cameras,0.7014805922368943,0.6857142857142857,0.7968253968253958,0.89047619047619,0.7334933973589429,0.7095238095238086,0.8238095238095229,0.9190476190476186,87.31037181996086,87.31037181996086,87.31037181996086,87.31037181996086,138,33,6.0,14.0
Pet Supplies,Dog,"Leashes, Collars & Muzzles",1.0058708414872786,1.03015873015873,0.8920634920634914,0.8619047619047614,1.0986301369863014,1.1285714285714286,0.9793650793650786,0.9571428571428572,56.47045009784715,56.47045009784715,56.47045009784715,56.47045009784715,223,14,7.0,22.0
Mother & Baby,Pacifiers & Accessories,Pacifiers,0.7453243135694386,0.87390263367917,0.9619047619047614,0.8523809523809514,0.7684042976522072,0.8978451715881872,0.9873015873015871,0.8666666666666657,31.704109589040858,31.704109589040858,31.704109589040858,31.704109589040858,95,24,9.0,16.0
Groceries,Laundry & Household,Paper,0.9737048665620086,0.9936507936507929,0.9380952380952372,0.8523809523809514,0.9945054945054943,1.01111111111111,0.95079365079365,0.8619047619047614,28.99412915851257,28.99412915851257,28.99412915851257,28.99412915851257,68,14,6.0,22.0
Groceries,Beverages,"UHT, Milk & Milk Powder",0.9952644041041828,0.8930566640063843,0.8860353130016042,0.8472906403940886,1.0138121546961314,0.9146049481245001,0.9085072231139643,0.8768472906403929,38.53150684931485,38.53150684931485,38.53150684931485,38.53150684931485,15,4,2.0,10.0
Health & Beauty,Medical Supplies,Ointments and Creams,0.7549880287310443,0.6672077922077914,0.7223113964686986,0.8428571428571429,0.77853152434158,0.6891233766233756,0.73836276083467,0.8523809523809514,45.776908023483145,45.776908023483145,45.776908023483145,45.776908023483145,85,28,7.0,11.0
Mobiles & Tablets,Tablet Accessories,Cases & Covers,1.0682715074980258,1.0023809523809515,0.9555555555555543,0.8380952380952371,1.10220994475138,1.0333333333333328,0.99047619047619,0.8476190476190472,98.91115459882572,98.91115459882572,98.91115459882572,98.91115459882572,368,27,10.0,26.0
Pet Supplies,Dog,Dog Treats,0.8074191002367785,0.8363926576217071,0.7881219903691814,0.8275862068965515,0.8555643251775843,0.8874700718276128,0.8250401284109143,0.8719211822660086,32.716242661448,32.716242661448,32.716242661448,32.716242661448,149,10,6.0,24.0
Computers & Laptops,Printers & Accessories,Printers,0.9208117787504971,0.7736757624398072,0.7367576243980728,0.8190476190476186,0.9625945085555114,0.8033707865168528,0.7720706260032101,0.8476190476190472,173.3455968688843,173.3455968688843,173.3455968688843,173.3455968688843,91,28,6.0,12.0
"TV, Audio / Video, Gaming & Wearables",Wearable Technology,Virtual Reality,1.5458480913026287,1.4445331205107714,1.0690208667736758,0.8177339901477829,1.6816214088941286,1.5810055865921715,1.1829855537720702,0.9507389162561571,104.36242661448114,104.36242661448114,104.36242661448114,104.36242661448114,27,17,9.0,12.0
Health & Beauty,Personal Care,Deodorants,0.7158908507223114,0.7438148443735029,0.89047619047619,0.8095238095238085,0.7395666131621186,0.7661612130885871,0.9142857142857144,0.8333333333333329,43.23444227005857,43.23444227005857,43.23444227005857,43.23444227005857,102,20,7.0,17.0
Mother & Baby,Feeding,Baby & Toddler Foods,0.5345622119815657,0.6065306122448971,0.7142857142857143,0.7999999999999999,0.5483870967741928,0.6285714285714287,0.7365079365079357,0.8285714285714285,21.189823874755373,21.189823874755373,21.189823874755373,21.189823874755373,19,5,3.0,12.0
Computers & Laptops,Computer Accessories,Power Cord & Adaptors,0.8705975464978228,0.7781324820430957,0.7047619047619043,0.7952380952380943,0.9006727344677472,0.8132482043096557,0.7349206349206343,0.8333333333333329,76.35146771037171,76.35146771037171,76.35146771037171,76.35146771037171,245,56,11.0,21.0
Groceries,Beverages,Hot Chocolate and Nutrition Drinks,0.82953181272509,0.7384987893462458,0.6982343499197429,0.79047619047619,0.9099639855942371,0.8652138821630343,0.73836276083467,0.8285714285714285,44.08610567514658,44.08610567514658,44.08610567514658,44.08610567514658,45,10,5.0,15.0
Computers & Laptops,Computer Components,Fans & Heatsinks,0.7260551948051942,0.6222760290556899,0.7412698412698401,0.78095238095238,0.7573051948051942,0.6513317191283285,0.7793650793650786,0.7952380952380943,73.69158512720142,73.69158512720142,73.69158512720142,73.69158512720142,78,37,10.0,13.0
Computers & Laptops,Laptops,Traditional Laptops,0.7300585849481742,0.6679280983916743,0.8249496981891343,0.7806122448979586,0.7444794952681386,0.6764427625354772,0.8329979879275643,0.7857142857142857,651.2931506849314,651.2931506849314,651.2931506849314,651.2931506849314,167,18,6.0,14.0
"TV, Audio / Video, Gaming & Wearables",TV Accessories,Cables,0.8884540117416828,0.8531746031746028,0.8349206349206343,0.7761904761904758,0.92133072407045,0.8785714285714287,0.8666666666666657,0.8142857142857143,47.113111545988,47.113111545988,47.113111545988,47.113111545988,134,46,11.0,17.0
Home Appliances,Kitchen Appliances,Refrigerators,0.6775378961874129,0.5945945945945942,0.8218487394957972,0.7761904761904758,0.7005052824988515,0.6148648648648642,0.8537815126050414,0.8285714285714285,351.4966731898229,351.4966731898229,351.4966731898229,351.4966731898229,282,20,4.0,13.0
Cameras,Drones,Drones,1.0051444400474872,0.9162011173184358,0.8825396825396814,0.7714285714285715,1.0629204590423413,0.9425379090183557,0.8984126984126971,0.7714285714285715,251.51726844583973,251.51726844583973,251.51726844583973,251.51726844583973,121,27,6.0,11.0
"TV, Audio / Video, Gaming & Wearables",Console Gaming,Other Gaming,0.8008658008658001,0.7357142857142858,0.7460317460317457,0.7571428571428571,0.8445493900039344,0.7722222222222214,0.7825396825396814,0.8047619047619043,74.30450097847343,74.30450097847343,74.30450097847343,74.30450097847343,75,34,7.0,8.0
Computers & Laptops,Storage,Internal Solid State Drives,0.7869387755102029,0.7893056664006372,0.7624398073836272,0.7523809523809515,0.8236734693877542,0.8332003192338385,0.79935794542536,0.78095238095238,111.99138943248514,111.99138943248514,111.99138943248514,111.99138943248514,127,34,7.0,12.0
Groceries,Breakfast,Oatmeals,0.922585794094173,0.8805488297013715,0.8282504012841087,0.7389162561576343,1.0043894652833198,1.01775625504439,0.85553772070626,0.7536945812807871,29.103718199608572,29.103718199608572,29.103718199608572,29.103718199608572,26,5,2.0,9.0
Health & Beauty,Men's Care,Hair Care,0.7623015873015871,0.7626984126984114,0.7968253968253958,0.7047619047619043,0.7932539682539671,0.7976190476190472,0.8460317460317457,0.7238095238095229,151.25949119373772,151.25949119373772,151.25949119373772,151.25949119373772,62,28,4.0,7.0
Groceries,Laundry & Household,Dishwashing,0.8731492597038814,0.8194221508828242,0.8186195826645257,0.7047619047619043,0.8903561424569828,0.8386837881219901,0.8426966292134829,0.7285714285714285,18.31389432485323,18.31389432485323,18.31389432485323,18.31389432485323,49,18,4.0,9.0
Groceries,Snacks,Chips & Crisps,1.2911937377690799,1.1452380952380943,1.0698412698412685,0.7000000000000001,1.3471624266144815,1.1888888888888884,1.1158730158730157,0.7285714285714285,71.66418786692743,71.66418786692743,71.66418786692743,71.66418786692743,39,6,4.0,18.0
Health & Beauty,Fragrances,Unisex,0.6766917293233072,0.72749793559042,0.7012987012987001,0.6989795918367342,0.7117794486215528,0.76300578034682,0.7337662337662328,0.7397959183673457,54.81174168297429,54.81174168297429,54.81174168297429,54.81174168297429,125,26,9.0,13.0
Mobiles & Tablets,Mobile Accessories,Selfie Sticks,0.8547685001978629,0.77094972067039,0.7608346709470301,0.6952380952380943,0.9018599129402443,0.81803671189146,0.8009630818619572,0.7428571428571429,50.34285714285714,50.34285714285714,50.34285714285714,50.34285714285714,77,38,8.0,11.0
Groceries,Candy & Chocolate,Candy Assortments,1.0399217221135029,0.9277777777777771,0.7174603174603172,0.6952380952380943,1.0747553816046957,0.9555555555555543,0.7349206349206343,0.7142857142857143,70.10802348336571,70.10802348336571,70.10802348336571,70.10802348336571,47,7,4.0,16.0
Cameras,Gadgets & Other Cameras,Spy Cameras,0.5948275862068957,0.5934693877551015,0.6276083467094701,0.6945812807881772,0.6268472906403929,0.6261224489795915,0.6693418940609943,0.7290640394088657,68.73659491193715,68.73659491193715,68.73659491193715,68.73659491193715,52,18,9.0,13.0
Computers & Laptops,Printers & Accessories,Ink,0.6024144869215285,0.6958266452648472,0.7126984126984114,0.6857142857142857,0.6543259557344057,0.7463884430176557,0.7714285714285715,0.7238095238095229,38.811616954474,38.811616954474,38.811616954474,38.811616954474,286,15,7.0,21.0
Computers & Laptops,Storage,External Hard Drives,0.7668959935248886,0.7481420313790242,0.6453781512605028,0.6836734693877543,0.7923917442331029,0.7712634186622614,0.6655462184873943,0.7142857142857143,77.13500784929343,77.13500784929343,77.13500784929343,77.13500784929343,76,31,9.0,13.0
Pet Supplies,Fish,Food,0.65682362330407,0.6368038740920087,0.7078651685393257,0.6600985221674872,0.6915403032721458,0.6747376916868443,0.7592295345104328,0.6798029556650242,27.22974559686886,27.22974559686886,27.22974559686886,27.22974559686886,67,4,3.0,16.0
Mother & Baby,Baby Personal Care,"Soaps, Cleansers & Bodywash",0.6450457620374043,0.6452648475120385,0.6964285714285714,0.6551724137931029,0.6613609231993628,0.6621187800963071,0.7126623376623371,0.6699507389162557,22.38277886497063,22.38277886497063,22.38277886497063,22.38277886497063,35,9,4.0,11.0
Health & Beauty,Bath & Body,Body Scrubs,0.47604917337854996,0.5409309791332257,0.6523809523809515,0.6523809523809515,0.48961424332344144,0.5561797752808986,0.6761904761904757,0.69047619047619,33.87318982387457,33.87318982387457,33.87318982387457,33.87318982387457,60,27,7.0,11.0
"TV, Audio / Video, Gaming & Wearables",Wearable Technology,Fitness & Activity Tracker Accessories,0.5988538681948414,0.6195918367346929,0.6886035313001599,0.638095238095237,0.6270978305362257,0.6457142857142857,0.7207062600321015,0.6619047619047614,49.221135029354,49.221135029354,49.221135029354,49.221135029354,55,18,7.0,10.0
Mother & Baby,Baby Personal Care,Grooming & Healthcare Kits,0.779148428173497,0.89126984126984,0.7380952380952371,0.6285714285714287,0.8026263430163143,0.92063492063492,0.7650793650793642,0.6619047619047614,37.19217221135028,37.19217221135028,37.19217221135028,37.19217221135028,103,31,6.0,14.0
Mother & Baby,Baby Health Care,Teethers,0.4931278633902529,0.5446428571428571,0.5974025974025972,0.6095238095238086,0.5156184922948771,0.5706168831168829,0.6233766233766228,0.6238095238095228,29.63757338551857,29.63757338551857,29.63757338551857,29.63757338551857,102,30,8.0,13.0
Groceries,Laundry & Household,AirCare,0.55252100840336,0.52689075630252,0.5324675324675314,0.5960591133004914,0.5668067226890743,0.5420168067226886,0.5470779220779215,0.6206896551724128,19.498238747553803,19.498238747553803,19.498238747553803,19.498238747553803,63,13,5.0,17.0
Mother & Baby,Baby Safety,Crib Netting,0.5085034013605428,0.5722840034217272,0.6948051948051942,0.5918367346938771,0.5310374149659858,0.5953806672369543,0.7191558441558429,0.6071428571428571,33.914677103718,33.914677103718,33.914677103718,33.914677103718,41,26,7.0,9.0
Health & Beauty,Beauty Tools,Hair Removal Accessories,0.41723356009070284,0.4755989352262643,0.51328903654485,0.5911330049261071,0.42358276643990855,0.48447204968943997,0.5182724252491686,0.6009852216748757,39.26731898238743,39.26731898238743,39.26731898238743,39.26731898238743,60,40,8.0,10.0
Home Appliances,Kitchen Appliances,Gas Stoves,0.7332526230831314,0.5845648604269286,0.5369458128078815,0.5816326530612244,0.7610976594027428,0.6001642036124786,0.54679802955665,0.5969387755102028,166.78121330724056,166.78121330724056,166.78121330724056,166.78121330724056,180,31,6.0,13.0
Health & Beauty,Food Supplements,Beauty Supplements,0.47924858016601,0.5818619582664514,0.6079365079365072,0.5714285714285714,0.4989078200087372,0.6027287319422143,0.6317460317460314,0.58095238095238,31.920722135007715,31.920722135007715,31.920722135007715,31.920722135007715,28,16,6.0,7.0
Home Appliances,Appliances Parts & Accessories,Refrigerator Parts & Accessories,0.7873015873015872,0.7693535514764557,0.6404494382022472,0.5666666666666658,0.81547619047619,0.7956903431763758,0.6693418940609943,0.6190476190476186,56.53150684931485,56.53150684931485,56.53150684931485,56.53150684931485,111,38,7.0,12.0
Home Appliances,Vacuums & Floor Care,Vacuum Cleaners,0.8400793650793643,0.6195918367346929,0.6814449917898185,0.5665024630541872,0.8694444444444444,0.6318367346938771,0.6995073891625614,0.5763546798029543,124.82661448140887,124.82661448140887,124.82661448140887,124.82661448140887,85,32,5.0,9.0
Mother & Baby,Baby Gear,Walkers,0.44472789115646144,0.43277310924369716,0.5016611295681057,0.5619047619047615,0.46173469387755,0.4521008403361343,0.5232558139534872,0.58095238095238,27.631311154598826,27.631311154598826,27.631311154598826,27.631311154598826,44,21,7.0,9.0
"TV, Audio / Video, Gaming & Wearables",TV Accessories,TV Remote Controllers,0.5657305657305657,0.5525451559934315,0.5478991596638643,0.5615763546798028,0.5828245828245828,0.5689655172413786,0.5613445378151257,0.5812807881773386,41.25244618395286,41.25244618395286,41.25244618395286,41.25244618395286,36,17,5.0,9.0
"TV, Audio / Video, Gaming & Wearables",Console Gaming,PlayStation,0.53871635610766,0.5492610837438414,0.5190476190476186,0.5523809523809514,0.57391304347826,0.5837438423645314,0.5539682539682529,0.58095238095238,116.88297455968686,116.88297455968686,116.88297455968686,116.88297455968686,66,18,4.0,12.0
Cameras,Camera Accessories,Batteries,0.6293103448275856,0.6403940886699501,0.6598639455782299,0.55026455026455,0.6588669950738915,0.6773399014778315,0.6921768707482985,0.5767195767195757,41.56320939334629,41.56320939334629,41.56320939334629,41.56320939334629,90,27,8.0,12.0
Groceries,Fresh Produce,Fresh Vegetables,0.4761904761904757,0.4761904761904757,0.4761904761904757,0.5494505494505486,0.48412698412698285,0.48412698412698285,0.48412698412698285,0.5549450549450543,46.17283950617257,46.17283950617257,46.17283950617257,46.17283950617257,11,1,1.0,11.0
Home Appliances,Cooling & Heating,Air Conditioning,0.43418590143480856,0.5369047619047614,0.6378737541528229,0.5408163265306114,0.45789145352464,0.5702380952380943,0.6777408637873743,0.5918367346938771,150.19726027397255,150.19726027397255,150.19726027397255,150.19726027397255,126,19,6.0,11.0
Computers & Laptops,Computer Components,Sound cards,0.6412429378531072,0.6619601328903643,0.5191637630662014,0.5329670329670328,0.6811945117029857,0.7101328903654486,0.5609756097560972,0.56043956043956,37.00352250489228,37.00352250489228,37.00352250489228,37.00352250489228,48,27,5.0,7.0
